业务日期,产品代码,产品名称,产品分组,资产类别,单元编号,单元名称,组合编号,组合名称,投资类型,交易市场,证券代码,证券名称,证券类别,上市板块,本币持仓市值/产品净资产(%),本币持仓市值/单元净资产(%),本币持仓市值/组合总市值(%),合同代码,合同名称,合同类别,停牌标志,长期停牌,结算币种,本币币种,最新价(元),当前数量(股/张/份/手),当日买量(股/张/份/手),当日卖量(股/张/份/手),净买量(股/张/份/手),当日买金额(元),当日卖金额(元),当日净买入金额(元),成本单价(元),当前成本(元),浮动盈亏(元),浮动盈亏率(%),当日盈亏(元),当日盈亏率(%),总体盈亏(元),总体盈亏率(%),累计盈亏(元),累计盈亏率(%),本币持仓市值(元),多空标志,持仓席位,股东代码,自定义分类,到期日,柜台债开办机构号,托管机构(二级),销售机构,所属证券池,当前成本含费(元),当前成本不含费(元),成本单价含费(元),成本单价不含费(元)
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,深交所A,180305,南方顺丰物流REIT,REITs基金,--,="1.675700",="1.693400",="1.773400",	--,	--,--,正常交易,否,人民币,人民币,="4.1630",="13，352.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="4.03",="53，789.55",="1，794.83",="3.34",="0.00",="0.00",="-11，982.18",="-22.28",="-13，777.01",="-25.61",="55，584.38",多仓,="005100",="0899477959",--,	--,	--,	--,	--,	--,="53，789.55",="53，789.55",="4.03",="4.03"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,深交所A,180401,鹏华深圳能源REIT,REITs基金,--,="1.998200",="2.019400",="2.114800",	--,	--,--,正常交易,否,人民币,人民币,="5.4590",="12，142.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="5.64",="68，430.49",="-2，147.31",="-3.14",="0.00",="0.00",="-75，157.19",="-109.83",="-73，009.88",="-106.69",="66，283.18",多仓,="005100",="0899477959",--,	--,	--,	--,	--,	--,="68，430.49",="68，430.49",="5.64",="5.64"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,深交所A,180402,工银蒙能清洁能源REIT,REITs基金,--,="0.341300",="0.345000",="0.361300",	--,	--,--,正常交易,否,人民币,人民币,="7.0590",="1，604.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="6.83",="10，956.79",="365.85",="3.34",="0.00",="0.00",="-10，365.32",="-94.60",="-10，731.17",="-97.94",="11，322.64",多仓,="005100",="0899477959",--,	--,	--,	--,	--,	--,="10，956.79",="10，956.79",="6.83",="6.83"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,深交所A,180501,红土创新深圳安居REIT,REITs基金,--,="1.055000",="1.066200",="1.116600",	--,	--,--,正常交易,否,人民币,人民币,="3.3850",="10，339.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="3.50",="36，189.14",="-1，191.62",="-3.29",="0.00",="0.00",="-26，976.56",="-74.54",="-25，784.94",="-71.25",="34，997.52",多仓,="005100",="0899477959",--,	--,	--,	--,	--,	--,="36，189.14",="36，189.14",="3.50",="3.50"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,深交所A,180502,招商基金蛇口租赁住房REIT,REITs基金,--,="0.665300",="0.672400",="0.704100",	--,	--,--,正常交易,否,人民币,人民币,="3.6180",="6，100.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="3.56",="21，727.55",="342.25",="1.58",="0.00",="0.00",="-1，963.84",="-9.04",="-2，306.09",="-10.61",="22，069.80",多仓,="005100",="0899477959",--,	--,	--,	--,	--,	--,="21，727.55",="21，727.55",="3.56",="3.56"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,深交所A,180601,华夏华润商业REIT,REITs基金,--,="9.460300",="9.560600",="10.012300",	--,	--,--,正常交易,否,人民币,人民币,="10.0260",="31，300.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="9.98",="312，435.36",="1，378.44",="0.44",="0.00",="0.00",="-125，019.29",="-40.01",="-126，397.73",="-40.46",="313，813.80",多仓,="005100",="0899477959",--,	--,	--,	--,	--,	--,="312，435.36",="312，435.36",="9.98",="9.98"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,深交所A,180602,中金印力消费REIT,REITs基金,--,="2.287400",="2.311600",="2.420800",	--,	--,--,正常交易,否,人民币,人民币,="4.1690",="18，200.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="4.26",="77，567.60",="-1，691.80",="-2.18",="0.00",="0.00",="-64，531.00",="-83.19",="-62，839.20",="-81.01",="75，875.80",多仓,="005100",="0899477959",--,	--,	--,	--,	--,	--,="77，567.60",="77，567.60",="4.26",="4.26"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,深交所A,180605,易方达华威市场REIT,REITs基金,--,="0.000900",="0.000900",="0.001000",	--,	--,--,正常交易,否,人民币,人民币,="5.0660",="6.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="5.26",="31.56",="-1.16",="-3.68",="0.00",="0.00",="-56，787.38",="-179，934.66",="-56，786.22",="-179，930.99",="30.40",多仓,="005100",="0899477959",--,	--,	--,	--,	--,	--,="31.56",="31.56",="5.26",="5.26"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,深交所A,180606,中金中国绿发商业REIT,REITs基金,--,="0.817600",="0.826200",="0.865300",	--,	--,--,正常交易,否,人民币,人民币,="4.0980",="6，618.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="4.14",="27，385.58",="-265.02",="-0.97",="0.00",="0.00",="-3，814.93",="-13.93",="-3，549.91",="-12.96",="27，120.56",多仓,="005100",="0899477959",--,	--,	--,	--,	--,	--,="27，385.58",="27，385.58",="4.14",="4.14"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,深交所A,180701,银华绍兴原水水利REIT,REITs基金,--,="1.267600",="1.281000",="1.341500",	--,	--,--,正常交易,否,人民币,人民币,="4.0030",="10，504.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="4.00",="41，967.40",="80.11",="0.19",="0.00",="0.00",="-54，951.13",="-130.94",="-55，031.24",="-131.13",="42，047.51",多仓,="005100",="0899477959",--,	--,	--,	--,	--,	--,="41，967.40",="41，967.40",="4.00",="4.00"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,深交所A,180801,中航首钢绿能REIT,REITs基金,--,="0.975000",="0.985400",="1.031900",	--,	--,--,正常交易,否,人民币,人民币,="12.1590",="2，660.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="12.02",="31，983.42",="359.52",="1.12",="0.00",="0.00",="-16，475.59",="-51.51",="-16，835.11",="-52.64",="32，342.94",多仓,="005100",="0899477959",--,	--,	--,	--,	--,	--,="31，983.42",="31，983.42",="12.02",="12.02"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508000,张江REIT,REITs基金,--,="2.566300",="2.593500",="2.716000",	--,	--,--,正常交易,否,人民币,人民币,="2.5450",="33，449.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="2.64",="88，472.10",="-3，344.39",="-3.78",="0.00",="0.00",="-138，011.01",="-155.99",="-134，666.62",="-152.21",="85，127.71",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="88，472.10",="88，472.10",="2.64",="2.64"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508001,浙江杭徽,REITs基金,--,="1.712300",="1.730500",="1.812300",	--,	--,--,正常交易,否,人民币,人民币,="5.6440",="10，064.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="6.21",="62，469.80",="-5，668.58",="-9.07",="0.00",="0.00",="-225，701.73",="-361.30",="-220，033.15",="-352.22",="56，801.22",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="62，469.80",="62，469.80",="6.21",="6.21"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508002,百联消费,REITs基金,--,="1.317900",="1.331900",="1.394800",	--,	--,--,正常交易,否,人民币,人民币,="3.2870",="13，300.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="3.07",="40，815.23",="2，901.87",="7.11",="0.00",="0.00",="-13，799.72",="-33.81",="-16，701.59",="-40.92",="43，717.10",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="40，815.23",="40，815.23",="3.07",="3.07"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508005,XD首创奥,REITs基金,--,="1.281400",="1.295000",="1.356200",	--,	--,--,正常交易,否,人民币,人民币,="4.0100",="10，600.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="4.10",="43，510.02",="-1，004.02",="-2.31",="0.00",="0.00",="18，610.00",="42.77",="19，614.02",="45.08",="42，506.00",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="43，510.02",="43，510.02",="4.10",="4.10"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508006,首创水务,REITs基金,--,="1.239700",="1.252900",="1.312100",	--,	--,--,正常交易,否,人民币,人民币,="3.6820",="11，169.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="3.69",="41，268.49",="-144.23",="-0.35",="0.00",="0.00",="-19，488.72",="-47.22",="-19，344.49",="-46.87",="41，124.26",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="41，268.49",="41，268.49",="3.69",="3.69"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508007,山东高速,REITs基金,--,="1.768200",="1.787000",="1.871400",	--,	--,--,正常交易,否,人民币,人民币,="7.1400",="8，215.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="7.38",="60，633.61",="-1，978.51",="-3.26",="0.00",="0.00",="-150，215.43",="-247.74",="-148，236.92",="-244.48",="58，655.10",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="60，633.61",="60，633.61",="7.38",="7.38"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508008,铁建REIT,REITs基金,--,="1.533200",="1.549400",="1.622600",	--,	--,--,正常交易,否,人民币,人民币,="8.4480",="6，020.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="8.12",="48，866.18",="1，990.78",="4.07",="0.00",="0.00",="-36，180.98",="-74.04",="-38，171.76",="-78.11",="50，856.96",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="48，866.18",="48，866.18",="8.12",="8.12"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508009,安徽交控,REITs基金,--,="3.835800",="3.876500",="4.059600",	--,	--,--,正常交易,否,人民币,人民币,="6.3770",="19，953.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="6.94",="138，429.30",="-11，189.02",="-8.08",="0.00",="0.00",="-179，352.14",="-129.56",="-168，163.12",="-121.48",="127，240.28",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="138，429.30",="138，429.30",="6.94",="6.94"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508017,金茂商业,REITs基金,--,="0.807400",="0.816000",="0.854500",	--,	--,--,正常交易,否,人民币,人民币,="3.8240",="7，004.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="3.91",="27，416.26",="-632.96",="-2.31",="0.00",="0.00",="-11，278.30",="-41.14",="-10，645.34",="-38.83",="26，783.30",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="27，416.26",="27，416.26",="3.91",="3.91"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508018,中交REIT,REITs基金,--,="5.367500",="5.424400",="5.680700",	--,	--,--,正常交易,否,人民币,人民币,="5.5590",="32，029.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="5.46",="175，000.68",="3，048.53",="1.74",="0.00",="0.00",="-171，303.55",="-97.89",="-174，352.08",="-99.63",="178，049.21",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="175，000.68",="175，000.68",="5.46",="5.46"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508019,湖北科投,REITs基金,--,="1.009700",="1.020400",="1.068600",	--,	--,--,正常交易,否,人民币,人民币,="1.7830",="18，785.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="1.89",="35，547.78",="-2，054.12",="-5.78",="0.00",="0.00",="-66，036.86",="-185.77",="-63，982.74",="-179.99",="33，493.66",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="35，547.78",="35，547.78",="1.89",="1.89"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508021,临港REIT,REITs基金,--,="1.047100",="1.058200",="1.108200",	--,	--,--,正常交易,否,人民币,人民币,="4.3930",="7，907.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="4.50",="35，616.65",="-881.20",="-2.47",="0.00",="0.00",="-25，482.53",="-71.55",="-24，601.33",="-69.07",="34，735.45",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="35，616.65",="35，616.65",="4.50",="4.50"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508026,电建清源,REITs基金,--,="0.969600",="0.979800",="1.026100",	--,	--,--,正常交易,否,人民币,人民币,="4.1070",="7，831.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="4.22",="33，066.95",="-905.03",="-2.74",="0.00",="0.00",="-34，127.56",="-103.21",="-33，222.53",="-100.47",="32，161.92",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="33，066.95",="33，066.95",="4.22",="4.22"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508027,东吴苏园,REITs基金,--,="1.681600",="1.699400",="1.779700",	--,	--,--,正常交易,否,人民币,人民币,="2.8190",="19，788.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="2.93",="58，068.97",="-2，286.60",="-3.94",="0.00",="0.00",="-55，284.40",="-95.20",="-52，997.80",="-91.27",="55，782.37",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="58，068.97",="58，068.97",="2.93",="2.93"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508028,国家电投,REITs基金,--,="6.149800",="6.214900",="6.508600",	--,	--,--,正常交易,否,人民币,人民币,="10.5490",="19，338.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="10.42",="201，519.97",="2，476.59",="1.23",="0.00",="0.00",="-267，763.58",="-132.87",="-270，240.17",="-134.10",="203，996.56",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="201，519.97",="201，519.97",="10.42",="10.42"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508031,城投宽庭,REITs基金,--,="3.280700",="3.315400",="3.472100",	--,	--,--,正常交易,否,人民币,人民币,="3.8200",="28，488.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="3.88",="110，438.19",="-1，614.03",="-1.46",="0.00",="0.00",="-57，480.12",="-52.05",="-55，866.09",="-50.59",="108，824.16",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="110，438.19",="110，438.19",="3.88",="3.88"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508033,深高REIT,REITs基金,--,="1.379000",="1.393600",="1.459500",	--,	--,--,正常交易,否,人民币,人民币,="6.3710",="7，180.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="6.33",="45，481.86",="261.92",="0.58",="0.00",="0.00",="-34，300.83",="-75.42",="-34，562.75",="-75.99",="45，743.78",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="45，481.86",="45，481.86",="6.33",="6.33"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508036,甬交REIT,REITs基金,--,="2.149100",="2.171800",="2.274500",	--,	--,--,正常交易,否,人民币,人民币,="8.8010",="8，100.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="9.06",="73，411.40",="-2，123.30",="-2.89",="0.00",="0.00",="-161，702.10",="-220.27",="-159，578.80",="-217.38",="71，288.10",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="73，411.40",="73，411.40",="9.06",="9.06"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508039,首农REIT,REITs基金,--,="2.024700",="2.046200",="2.142800",	--,	--,--,正常交易,否,人民币,人民币,="4.9850",="13，473.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="4.98",="67，146.31",="16.60",="0.02",="0.00",="0.00",="-18，688.53",="-27.83",="-18，705.13",="-27.86",="67，162.91",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="67，146.31",="67，146.31",="4.98",="4.98"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508056,普洛斯,REITs基金,--,="6.162100",="6.227400",="6.521700",	--,	--,--,正常交易,否,人民币,人民币,="3.3290",="61，402.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="3.29",="201，974.18",="2，433.08",="1.20",="0.00",="0.00",="-267，844.38",="-132.61",="-270，277.46",="-133.82",="204，407.26",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="201，974.18",="201，974.18",="3.29",="3.29"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508058,厦门安居,REITs基金,--,="1.750100",="1.768600",="1.852200",	--,	--,--,正常交易,否,人民币,人民币,="4.0920",="14，187.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="4.28",="60，753.74",="-2，700.54",="-4.45",="0.00",="0.00",="-12，471.42",="-20.53",="-9，770.88",="-16.08",="58，053.20",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="60，753.74",="60，753.74",="4.28",="4.28"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508066,苏交REIT,REITs基金,--,="0.911900",="0.921600",="0.965100",	--,	--,--,正常交易,否,人民币,人民币,="6.1660",="4，906.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="5.94",="29，147.55",="1，102.85",="3.78",="0.00",="0.00",="-92，157.74",="-316.18",="-93，260.59",="-319.96",="30，250.40",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="29，147.55",="29，147.55",="5.94",="5.94"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508068,京保REIT,REITs基金,--,="1.761700",="1.780400",="1.864500",	--,	--,--,正常交易,否,人民币,人民币,="3.9310",="14，866.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="4.12",="61，235.54",="-2，797.29",="-4.57",="0.00",="0.00",="-48，790.79",="-79.68",="-45，993.50",="-75.11",="58，438.25",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="61，235.54",="61，235.54",="4.12",="4.12"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508077,华润有巢,REITs基金,--,="1.235600",="1.248700",="1.307700",	--,	--,--,正常交易,否,人民币,人民币,="2.8120",="14，576.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="2.85",="41，526.97",="-539.26",="-1.30",="0.00",="0.00",="-1，911.92",="-4.60",="-1，372.66",="-3.31",="40，987.71",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="41，526.97",="41，526.97",="2.85",="2.85"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508085,恒泰租住,REITs基金,--,="0.667900",="0.675000",="0.706900",	--,	--,--,正常交易,否,人民币,人民币,="3.6190",="6，122.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="3.67",="22，441.43",="-285.91",="-1.27",="0.00",="0.00",="-3，770.41",="-16.80",="-3，484.50",="-15.53",="22，155.52",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="22，441.43",="22，441.43",="3.67",="3.67"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508088,东久REIT,REITs基金,--,="2.257500",="2.281500",="2.389300",	--,	--,--,正常交易,否,人民币,人民币,="3.9150",="19，128.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="3.87",="74，010.88",="875.24",="1.18",="0.00",="0.00",="-58，586.62",="-79.16",="-59，461.86",="-80.34",="74，886.12",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="74，010.88",="74，010.88",="3.87",="3.87"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508089,特变REIT,REITs基金,--,="0.544500",="0.550200",="0.576200",	--,	--,--,正常交易,否,人民币,人民币,="5.0170",="3，600.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="4.89",="17，614.43",="446.77",="2.54",="0.00",="0.00",="-23，698.60",="-134.54",="-24，145.37",="-137.08",="18，061.20",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="17，614.43",="17，614.43",="4.89",="4.89"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508096,京能国际,REITs基金,--,="1.835900",="1.855400",="1.943100",	--,	--,--,正常交易,否,人民币,人民币,="10.0930",="6，034.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="10.38",="62，639.44",="-1，738.28",="-2.78",="0.00",="0.00",="-103，588.55",="-165.37",="-101，850.27",="-162.60",="60，901.16",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="62，639.44",="62，639.44",="10.38",="10.38"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508098,京东仓储,REITs基金,--,="1.606900",="1.623900",="1.700600",	--,	--,--,正常交易,否,人民币,人民币,="3.4680",="15，370.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="3.72",="57，159.74",="-3，856.58",="-6.75",="0.00",="0.00",="-90，963.67",="-159.14",="-87，107.09",="-152.39",="53，303.16",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="57，159.74",="57，159.74",="3.72",="3.72"
2026/03/10,ZC1E7H,明珠77号,,基金资产,ZC1E7H00,缺省单元,1047000,缺省组合,可交易/FVPL,上交所A,508099,中关村,REITs基金,--,="1.703500",="1.721500",="1.802800",	--,	--,--,正常交易,否,人民币,人民币,="1.9790",="28，553.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="2.02",="57，575.03",="-1，068.64",="-1.86",="0.00",="0.00",="-46，876.89",="-81.42",="-45，808.25",="-79.56",="56，506.39",多仓,61082,B887325387,--,	--,	--,	--,	--,	--,="57，575.03",="57，575.03",="2.02",="2.02"
2026/03/11,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180101,博时蛇口产园REIT,REITs基金,--,="0.791800",="0.797700",="0.894000",	--,	--,--,正常交易,否,人民币,人民币,="1.9430",="1，993，890.00",="9，600.00",="0.00",="9，600.00",="18，691.10",="0.00",="18，691.10",="1.95",="3，895，716.57",="-21，588.30",="-0.55",="0.00",="0.00",="2，728.45",="0.07",="24，316.75",="0.62",="3，874，128.27",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="3，895，716.57",="3，895，716.57",="1.95",="1.95"
2026/03/11,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180102,华夏合肥高新REIT,REITs基金,--,="0.765200",="0.771000",="0.864100",	--,	--,--,正常交易,否,人民币,人民币,="1.5590",="2，401，735.00",="49，600.00",="0.00",="49，600.00",="77，315.80",="0.00",="77，315.80",="1.65",="3，970，102.60",="-225，797.73",="-5.69",="0.00",="0.00",="-283，345.96",="-7.14",="-57，548.23",="-1.45",="3，744，304.87",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="3，970，102.60",="3，970，102.60",="1.65",="1.65"
2026/03/11,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180103,华夏和达高科REIT,REITs基金,--,="0.320200",="0.322600",="0.361600",	--,	--,--,正常交易,否,人民币,人民币,="2.1400",="732，177.00",="3，400.00",="0.00",="3，400.00",="7，252.40",="0.00",="7，252.40",="2.22",="1，628，377.61",="-61，518.83",="-3.78",="0.00",="0.00",="-170，733.49",="-10.48",="-109，214.66",="-6.71",="1，566，858.78",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="1，628，377.61",="1，628，377.61",="2.22",="2.22"
2026/03/11,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180105,易方达广开产园REIT,REITs基金,--,="0.480500",="0.484100",="0.542500",	--,	--,--,正常交易,否,人民币,人民币,="1.7300",="1，359，000.00",="6，600.00",="0.00",="6，600.00",="11，440.80",="0.00",="11，440.80",="1.93",="2，628，308.99",="-277，238.99",="-10.55",="0.00",="0.00",="-400，917.04",="-15.25",="-123，678.05",="-4.71",="2，351，070.00",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="2，628，308.99",="2，628，308.99",="1.93",="1.93"
