业务日期,产品代码,产品名称,产品分组,资产类别,单元编号,单元名称,组合编号,组合名称,投资类型,交易市场,证券代码,证券名称,证券类别,上市板块,本币持仓市值/产品净资产(%),本币持仓市值/单元净资产(%),本币持仓市值/组合总市值(%),合同代码,合同名称,合同类别,停牌标志,长期停牌,结算币种,本币币种,最新价(元),当前数量(股/张/份/手),当日买量(股/张/份/手),当日卖量(股/张/份/手),净买量(股/张/份/手),当日买金额(元),当日卖金额(元),当日净买入金额(元),成本单价(元),当前成本(元),浮动盈亏(元),浮动盈亏率(%),当日盈亏(元),当日盈亏率(%),总体盈亏(元),总体盈亏率(%),累计盈亏(元),累计盈亏率(%),本币持仓市值(元),多空标志,持仓席位,股东代码,自定义分类,到期日,柜台债开办机构号,托管机构(二级),销售机构,所属证券池,当前成本含费(元),当前成本不含费(元),成本单价含费(元),成本单价不含费(元)
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180303,华泰宝湾物流REIT,REITs基金,--,="2.014400",="2.029500",="2.282500",	--,	--,--,正常交易,否,人民币,人民币,="4.3370",="2，155，328.00",="84，190.00",="0.00",="84，190.00",="365，496.96",="0.00",="365，496.96",="4.18",="9，007，443.29",="340，214.25",="3.78",="0.00",="0.00",="341，894.15",="3.80",="1，679.90",="0.02",="9，347，657.54",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="9，007，443.29",="9，007，443.29",="4.18",="4.18"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180305,南方顺丰物流REIT,REITs基金,--,="1.991100",="2.006000",="2.256200",	--,	--,--,正常交易,否,人民币,人民币,="4.1520",="2，225，354.00",="171，905.00",="0.00",="171，905.00",="719，196.49",="0.00",="719，196.49",="4.09",="9，100，858.22",="138，811.59",="1.53",="0.00",="0.00",="253，264.27",="2.78",="114，452.68",="1.26",="9，239，669.81",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="9，100，858.22",="9，100，858.22",="4.09",="4.09"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180401,鹏华深圳能源REIT,REITs基金,--,="0.180900",="0.182200",="0.204900",	--,	--,--,正常交易,否,人民币,人民币,="5.4800",="153，157.00",="0.00",="38，700.00",="-38，700.00",="0.00",="211，808.90",="-211，808.90",="5.70",="873，007.60",="-33，707.24",="-3.86",="-8，784.31",="-1.01",="-181，027.62",="-20.74",="-147，320.38",="-16.88",="839，300.36",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="873，007.60",="873，007.60",="5.70",="5.70"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180402,工银蒙能清洁能源REIT,REITs基金,--,="0.183500",="0.184900",="0.207900",	--,	--,--,正常交易,否,人民币,人民币,="7.1150",="119，675.00",="0.00",="32，200.00",="-32，200.00",="0.00",="227，223.00",="-227，223.00",="7.23",="865，460.59",="-13，972.96",="-1.61",="-5，639.60",="-0.65",="-202，093.09",="-23.35",="-188，120.13",="-21.74",="851，487.63",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="865，460.59",="865，460.59",="7.23",="7.23"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180501,红土创新深圳安居REIT,REITs基金,--,="2.154800",="2.170900",="2.441700",	--,	--,--,正常交易,否,人民币,人民币,="3.3900",="2，949，647.00",="290，204.00",="0.00",="290，204.00",="983，226.91",="0.00",="983，226.91",="3.52",="10，381，732.75",="-382，429.42",="-3.68",="0.00",="0.00",="-422，646.65",="-4.07",="-40，217.23",="-0.39",="9，999，303.33",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="10，381，732.75",="10，381，732.75",="3.52",="3.52"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180502,招商基金蛇口租赁住房REIT,REITs基金,--,="3.616200",="3.643300",="4.097600",	--,	--,--,正常交易,否,人民币,人民币,="3.6580",="4，587，437.00",="116，900.00",="0.00",="116，900.00",="429，125.20",="0.00",="429，125.20",="3.58",="16，416，646.49",="364，198.06",="2.22",="0.00",="0.00",="876，344.95",="5.34",="512，146.89",="3.12",="16，780，844.55",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="16，416，646.49",="16，416，646.49",="3.58",="3.58"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180601,华夏华润商业REIT,REITs基金,--,="3.443300",="3.469000",="3.901600",	--,	--,--,正常交易,否,人民币,人民币,="9.9970",="1，598，300.00",="0.00",="78，200.00",="-78，200.00",="0.00",="781，428.80",="-781，428.80",="10.09",="16，130，947.39",="-152，742.29",="-0.95",="-7，809.82",="-0.05",="49，526.92",="0.31",="202，269.21",="1.25",="15，978，205.10",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="16，130，947.39",="16，130，947.39",="10.09",="10.09"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180602,中金印力消费REIT,REITs基金,--,="2.065400",="2.080800",="2.340400",	--,	--,--,正常交易,否,人民币,人民币,="4.1910",="2，286，900.00",="0.00",="96，400.00",="-96，400.00",="0.00",="403，679.50",="-403，679.50",="4.32",="9，881，529.50",="-297，131.60",="-3.01",="-12，857.93",="-0.13",="-328，473.01",="-3.32",="-31，341.41",="-0.32",="9，584，397.90",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="9，881，529.50",="9，881，529.50",="4.32",="4.32"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180603,华夏大悦城商业REIT,REITs基金,--,="1.561500",="1.573100",="1.769300",	--,	--,--,正常交易,否,人民币,人民币,="4.7470",="1，526，400.00",="0.00",="73，000.00",="-73，000.00",="0.00",="346，118.60",="-346，118.60",="4.83",="7，375，848.66",="-130，027.86",="-1.76",="-6，630.98",="-0.09",="-23，695.34",="-0.32",="106，332.52",="1.44",="7，245，820.80",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="7，375，848.66",="7，375，848.66",="4.83",="4.83"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180605,易方达华威市场REIT,REITs基金,--,="0.782900",="0.788700",="0.887100",	--,	--,--,正常交易,否,人民币,人民币,="5.0600",="717，950.00",="0.00",="25，700.00",="-25，700.00",="0.00",="129，891.60",="-129，891.60",="5.14",="3，687，448.59",="-54，621.59",="-1.48",="-2，105.65",="-0.06",="-83，912.44",="-2.28",="-29，290.85",="-0.79",="3，632，827.00",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="3，687，448.59",="3，687，448.59",="5.14",="5.14"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180606,中金中国绿发商业REIT,REITs基金,--,="0.633100",="0.637900",="0.717400",	--,	--,--,正常交易,否,人民币,人民币,="4.1560",="706，938.00",="0.00",="29，700.00",="-29，700.00",="0.00",="123，142.10",="-123，142.10",="4.13",="2，920，309.09",="17，725.24",="0.61",="453.58",="0.02",="56，844.09",="1.95",="39，118.85",="1.34",="2，938，034.33",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="2，920，309.09",="2，920，309.09",="4.13",="4.13"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180607,华夏中海商业REIT,REITs基金,--,="0.313300",="0.315700",="0.355000",	--,	--,--,正常交易,否,人民币,人民币,="5.9730",="243，430.00",="0.00",="3，300.00",="-3，300.00",="0.00",="19，672.10",="-19，672.10",="5.79",="1，408，395.64",="45，611.75",="3.24",="579.52",="0.04",="73，766.12",="5.24",="28，154.37",="2.00",="1，454，007.39",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="1，408，395.64",="1，408，395.64",="5.79",="5.79"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180701,银华绍兴原水水利REIT,REITs基金,--,="3.343500",="3.368500",="3.788600",	--,	--,--,正常交易,否,人民币,人民币,="4.0400",="3，840，415.00",="243，300.00",="0.00",="243，300.00",="981，452.40",="0.00",="981，452.40",="4.11",="15，790，295.81",="-275，019.21",="-1.74",="0.00",="0.00",="-253，565.72",="-1.61",="21，453.49",="0.14",="15，515，276.60",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="15，790，295.81",="15，790，295.81",="4.11",="4.11"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180801,中航首钢绿能REIT,REITs基金,--,="3.797800",="3.826200",="4.303300",	--,	--,--,正常交易,否,人民币,人民币,="12.1250",="1，453，471.00",="77，662.00",="0.00",="77，662.00",="940，379.19",="0.00",="940，379.19",="12.19",="17，723，805.39",="-100，469.51",="-0.57",="0.00",="0.00",="-26，179.72",="-0.15",="74，289.79",="0.42",="17，623，335.88",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="17，723，805.39",="17，723，805.39",="12.19",="12.19"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180901,南方润泽科技数据中心REIT,REITs基金,--,="1.007900",="1.015400",="1.142100",	--,	--,--,正常交易,否,人民币,人民币,="6.9390",="674，031.00",="0.00",="515，908.00",="-515，908.00",="0.00",="3，587，619.55",="-3，587，619.55",="6.61",="4，457，828.07",="219，273.04",="4.92",="175，567.04",="3.94",="1，058，181.55",="23.74",="838，908.51",="18.82",="4，677，101.11",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="4，457，828.07",="4，457，828.07",="6.61",="6.61"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508000,张江REIT,REITs基金,--,="0.475800",="0.479400",="0.539200",	--,	--,--,正常交易,否,人民币,人民币,="2.5580",="863，163.00",="16，600.00",="0.00",="16，600.00",="42，589.40",="0.00",="42，589.40",="2.65",="2，289，262.59",="-81，291.64",="-3.55",="0.00",="0.00",="-150，230.32",="-6.56",="-68，938.68",="-3.01",="2，207，970.95",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="2，289，262.59",="2，289，262.59",="2.65",="2.65"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508001,浙江杭徽,REITs基金,--,="0.322000",="0.324400",="0.364900",	--,	--,--,正常交易,否,人民币,人民币,="5.6750",="263，328.00",="19，004.00",="0.00",="19，004.00",="107，816.48",="0.00",="107，816.48",="6.42",="1，689，258.76",="-194，872.36",="-11.54",="0.00",="0.00",="-722，326.80",="-42.76",="-527，454.44",="-31.22",="1，494，386.40",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="1，689，258.76",="1，689，258.76",="6.42",="6.42"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508002,百联消费,REITs基金,--,="0.943600",="0.950600",="1.069200",	--,	--,--,正常交易,否,人民币,人民币,="3.3460",="1，308，582.00",="0.00",="72，800.00",="-72，800.00",="0.00",="243，865.00",="-243，865.00",="3.20",="4，191，878.92",="186，636.45",="4.45",="10，659.30",="0.25",="554，962.99",="13.24",="368，326.54",="8.79",="4，378，515.37",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="4，191，878.92",="4，191，878.92",="3.20",="3.20"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508003,中金联东,REITs基金,--,="2.288800",="2.305900",="2.593500",	--,	--,--,正常交易,否,人民币,人民币,="3.9390",="2，696，400.00",="42，200.00",="0.00",="42，200.00",="166，696.00",="0.00",="166，696.00",="3.87",="10，442，540.20",="178，579.40",="1.71",="0.00",="0.00",="441，940.32",="4.23",="263，360.92",="2.52",="10，621，119.60",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="10，442，540.20",="10，442，540.20",="3.87",="3.87"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508005,首创奥莱,REITs基金,--,="1.258100",="1.267500",="1.425600",	--,	--,--,正常交易,否,人民币,人民币,="4.1430",="1，409，153.00",="0.00",="71，200.00",="-71，200.00",="0.00",="293，328.30",="-293，328.30",="4.15",="5，841，362.14",="-3，241.26",="-0.06",="-1，817.07",="-0.03",="47，424.28",="0.81",="50，665.54",="0.87",="5，838，120.88",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="5，841，362.14",="5，841，362.14",="4.15",="4.15"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508006,首创水务,REITs基金,--,="2.581500",="2.600800",="2.925200",	--,	--,--,正常交易,否,人民币,人民币,="3.6800",="3，255，287.00",="96，478.00",="0.00",="96，478.00",="355，213.33",="0.00",="355，213.33",="3.73",="12，131，482.68",="-152，026.52",="-1.25",="0.00",="0.00",="-128，839.82",="-1.06",="23，186.70",="0.19",="11，979，456.16",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="12，131，482.68",="12，131，482.68",="3.73",="3.73"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508007,山东高速,REITs基金,--,="0.322200",="0.324600",="0.365000",	--,	--,--,正常交易,否,人民币,人民币,="7.1410",="209，347.00",="11，188.00",="0.00",="11，188.00",="79，959.20",="0.00",="79，959.20",="7.41",="1，552，164.49",="-57，217.56",="-3.69",="0.00",="0.00",="-286，459.43",="-18.46",="-229，241.87",="-14.77",="1，494，946.93",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="1，552，164.49",="1，552，164.49",="7.41",="7.41"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508008,铁建REIT,REITs基金,--,="1.078000",="1.086100",="1.221500",	--,	--,--,正常交易,否,人民币,人民币,="8.4570",="591，524.00",="36，484.00",="0.00",="36，484.00",="308，243.27",="0.00",="308，243.27",="8.37",="4，948，149.14",="54，369.33",="1.10",="0.00",="0.00",="30，558.68",="0.62",="-23，810.65",="-0.48",="5，002，518.47",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="4，948，149.14",="4，948，149.14",="8.37",="8.37"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508009,安徽交控,REITs基金,--,="1.055000",="1.062900",="1.195500",	--,	--,--,正常交易,否,人民币,人民币,="6.4450",="759，620.00",="48，200.00",="0.00",="48，200.00",="311，568.80",="0.00",="311，568.80",="6.98",="5，303，381.40",="-407，630.50",="-7.69",="0.00",="0.00",="-506，047.13",="-9.54",="-98，416.63",="-1.86",="4，895，750.90",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="5，303，381.40",="5，303，381.40",="6.98",="6.98"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508010,重庆两江,REITs基金,--,="0.930500",="0.937400",="1.054300",	--,	--,--,正常交易,否,人民币,人民币,="3.1010",="1，392，362.00",="4，700.00",="0.00",="4，700.00",="14，616.50",="0.00",="14，616.50",="2.97",="4，140，110.54",="177，604.02",="4.29",="0.00",="0.00",="168，625.79",="4.07",="-8，978.23",="-0.22",="4，317，714.56",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="4，140，110.54",="4，140，110.54",="2.97",="2.97"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508011,物美消费,REITs基金,--,="0.624700",="0.629400",="0.707900",	--,	--,--,正常交易,否,人民币,人民币,="4.3760",="662，492.00",="0.00",="12，000.00",="-12，000.00",="0.00",="52，489.60",="-52，489.60",="4.24",="2，807，619.81",="91，445.18",="3.26",="1，633.99",="0.06",="98，777.01",="3.52",="7，331.83",="0.26",="2，899，064.99",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="2，807，619.81",="2，807，619.81",="4.24",="4.24"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508012,招商科创,REITs基金,--,="0.000100",="0.000100",="0.000100",	--,	--,--,正常交易,否,人民币,人民币,="2.9680",="200.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="3.26",="652.38",="-58.78",="-9.01",="0.00",="0.00",="-19，530.80",="-2，993.78",="-19，472.02",="-2，984.77",="593.60",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="652.38",="652.38",="3.26",="3.26"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508015,明阳REIT,REITs基金,--,="0.136100",="0.137200",="0.154300",	--,	--,--,正常交易,否,人民币,人民币,="6.9270",="91，205.00",="0.00",="24，700.00",="-24，700.00",="0.00",="170，996.10",="-170，996.10",="6.96",="635，231.10",="-3，454.06",="-0.54",="-1，036.23",="-0.16",="-259，455.59",="-40.84",="-256，001.53",="-40.30",="631，777.04",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="635，231.10",="635，231.10",="6.96",="6.96"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508016,华电REIT,REITs基金,--,="0.859000",="0.865400",="0.973300",	--,	--,--,正常交易,否,人民币,人民币,="4.3180",="923，132.00",="0.00",="150，729.00",="-150，729.00",="0.00",="651，245.28",="-651，245.28",="4.48",="4，136，174.63",="-150，090.65",="-3.63",="-24，109.35",="-0.58",="-270，334.73",="-6.54",="-120，244.08",="-2.91",="3，986，083.98",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="4，136，174.63",="4，136，174.63",="4.48",="4.48"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508017,金茂商业,REITs基金,--,="2.050000",="2.065300",="2.322900",	--,	--,--,正常交易,否,人民币,人民币,="3.9600",="2，402，257.00",="0.00",="115，600.00",="-115，600.00",="0.00",="453，823.30",="-453，823.30",="3.90",="9，364，911.79",="148，025.93",="1.58",="3，170.52",="0.03",="215，766.88",="2.30",="67，740.95",="0.72",="9，512，937.72",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="9，364，911.79",="9，364，911.79",="3.90",="3.90"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508018,中交REIT,REITs基金,--,="1.080900",="1.089000",="1.224800",	--,	--,--,正常交易,否,人民币,人民币,="5.5900",="897，296.00",="47，048.00",="0.00",="47，048.00",="261，362.96",="0.00",="261，362.96",="5.51",="4，944，481.49",="71，403.15",="1.44",="0.00",="0.00",="7，326.90",="0.15",="-64，076.25",="-1.30",="5，015，884.64",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="4，944，481.49",="4，944，481.49",="5.51",="5.51"
2026/03/05,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508021,临港REIT,REITs基金,--,="0.792400",="0.798300",="0.897900",	--,	--,--,正常交易,否,人民币,人民币,="4.4340",="829，281.00",="19，600.00",="0.00",="19，600.00",="86，842.40",="0.00",="86，842.40",="4.58",="3，799，157.96",="-122，126.01",="-3.21",="0.00",="0.00",="-142，383.71",="-3.75",="-20，257.70",="-0.53",="3，677，031.95",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="3，799，157.96",="3，799，157.96",="4.58",="4.58"
