业务日期,产品代码,产品名称,产品分组,资产类别,单元编号,单元名称,组合编号,组合名称,投资类型,交易市场,证券代码,证券名称,证券类别,上市板块,本币持仓市值/产品净资产(%),本币持仓市值/单元净资产(%),本币持仓市值/组合总市值(%),合同代码,合同名称,合同类别,停牌标志,长期停牌,结算币种,本币币种,最新价(元),当前数量(股/张/份/手),当日买量(股/张/份/手),当日卖量(股/张/份/手),净买量(股/张/份/手),当日买金额(元),当日卖金额(元),当日净买入金额(元),成本单价(元),当前成本(元),浮动盈亏(元),浮动盈亏率(%),当日盈亏(元),当日盈亏率(%),总体盈亏(元),总体盈亏率(%),累计盈亏(元),累计盈亏率(%),本币持仓市值(元),多空标志,持仓席位,股东代码,自定义分类,到期日,柜台债开办机构号,托管机构(二级),销售机构,所属证券池,当前成本含费(元),当前成本不含费(元),成本单价含费(元),成本单价不含费(元)
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180302,华夏深国际REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="587，166.00",="0.00",="2，634.00",="-2，634.00",="0.00",="7，747.23",="-7，747.23",="3.06",="1，798，915.80",="0.00",="0.00",="0.00",="0.00",="-257，535.79",="-14.32",="-257，535.79",="-14.32",="0.00",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180303,华泰宝湾物流REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="1，596，775.00",="77，363.00",="0.00",="77，363.00",="345，216.65",="0.00",="345，216.65",="3.89",="6，212，983.62",="0.00",="0.00",="0.00",="0.00",="-3，714.15",="-0.06",="-3，714.15",="-0.06",="0.00",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180305,南方顺丰物流REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="1，804，016.00",="0.00",="50，500.00",="-50，500.00",="0.00",="214，719.00",="-214，719.00",="4.15",="7，481，884.43",="0.00",="0.00",="0.00",="0.00",="82，235.15",="1.10",="82，235.15",="1.10",="0.00",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180401,鹏华深圳能源REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="309，133.00",="0.00",="19，565.00",="-19，565.00",="0.00",="106，090.28",="-106，090.28",="6.10",="1，885，830.64",="0.00",="0.00",="0.00",="0.00",="-100，991.03",="-5.36",="-100，991.03",="-5.36",="0.00",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180402,工银蒙能清洁能源REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="218，589.00",="9，000.00",="0.00",="9，000.00",="62，504.90",="0.00",="62，504.90",="6.98",="1，524，805.89",="0.00",="0.00",="0.00",="0.00",="-165，318.11",="-10.84",="-165，318.11",="-10.84",="0.00",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180501,红土创新深圳安居REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="2，335，577.00",="56，404.00",="0.00",="56，404.00",="198，251.05",="0.00",="198，251.05",="3.45",="8，047，975.14",="0.00",="0.00",="0.00",="0.00",="-16，419.18",="-0.20",="-16，419.18",="-0.20",="0.00",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180502,招商基金蛇口租赁住房REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="3，937，837.00",="0.00",="16，700.00",="-16，700.00",="0.00",="62，781.10",="-62，781.10",="3.55",="13，980，994.47",="0.00",="0.00",="0.00",="0.00",="492，014.67",="3.52",="492，014.67",="3.52",="0.00",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180601,华夏华润商业REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="1，175，700.00",="0.00",="50，200.00",="-50，200.00",="0.00",="513，587.60",="-513，587.60",="10.49",="12，333，248.33",="0.00",="0.00",="0.00",="0.00",="50，320.87",="0.41",="50，320.87",="0.41",="0.00",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180602,中金印力消费REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="1，710，600.00",="0.00",="130，500.00",="-130，500.00",="0.00",="568，382.70",="-568，382.70",="4.67",="7，983，076.10",="0.00",="0.00",="0.00",="0.00",="-20，844.31",="-0.26",="-20，844.31",="-0.26",="0.00",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180603,华夏大悦城商业REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="1，143，500.00",="0.00",="82，300.00",="-82，300.00",="0.00",="407，515.10",="-407，515.10",="5.17",="5，906，918.67",="0.00",="0.00",="0.00",="0.00",="25，074.77",="0.42",="25，074.77",="0.42",="0.00",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180605,易方达华威市场REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="729，816.00",="0.00",="224，600.00",="-224，600.00",="0.00",="1，153，012.12",="-1，153，012.12",="6.72",="4，903，541.30",="0.00",="0.00",="0.00",="0.00",="-18，876.83",="-0.38",="-18，876.83",="-0.38",="0.00",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180606,中金中国绿发商业REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="639，894.00",="0.00",="119，900.00",="-119，900.00",="0.00",="509，408.80",="-509，408.80",="4.88",="3，121，621.29",="0.00",="0.00",="0.00",="0.00",="9，892.71",="0.32",="9，892.71",="0.32",="0.00",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180607,华夏中海商业REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="186，865.00",="0.00",="12，900.00",="-12，900.00",="0.00",="77，935.00",="-77，935.00",="6.00",="1，121，124.43",="0.00",="0.00",="0.00",="0.00",="14，561.30",="1.30",="14，561.30",="1.30",="0.00",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180701,银华绍兴原水水利REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="2，310，815.00",="33，500.00",="0.00",="33，500.00",="135，720.20",="0.00",="135，720.20",="4.08",="9，419，476.81",="0.00",="0.00",="0.00",="0.00",="21，453.49",="0.23",="21，453.49",="0.23",="0.00",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180801,中航首钢绿能REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="844，957.00",="81，757.00",="0.00",="81，757.00",="1，005，639.09",="0.00",="1，005，639.09",="11.00",="9，292，206.35",="0.00",="0.00",="0.00",="0.00",="74，289.79",="0.80",="74，289.79",="0.80",="0.00",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,深交所A,180901,南方润泽科技数据中心REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="1，145，436.00",="0.00",="160，200.00",="-160，200.00",="0.00",="1，125，738.20",="-1，125，738.20",="7.32",="8，388，706.49",="0.00",="0.00",="0.00",="0.00",="330，956.30",="3.95",="330，956.30",="3.95",="0.00",多仓,="005100",="0899478032",--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508000,张江REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="670，917.00",="2，300.00",="0.00",="2，300.00",="5，912.30",="0.00",="5，912.30",="2.67",="1，788，804.26",="0.00",="0.00",="0.00",="0.00",="-65，993.66",="-3.69",="-65，993.66",="-3.69",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508001,浙江杭徽,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="223，426.00",="0.00",="51，468.00",="-51，468.00",="0.00",="296，390.52",="-296，390.52",="8.28",="1，851，080.09",="0.00",="0.00",="0.00",="0.00",="-427，903.09",="-23.12",="-427，903.09",="-23.12",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508002,百联消费,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="856，482.00",="63，600.00",="0.00",="63，600.00",="220，773.50",="0.00",="220，773.50",="2.79",="2，386，381.96",="0.00",="0.00",="0.00",="0.00",="355，069.48",="14.88",="355，069.48",="14.88",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508003,中金联东,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="2，831，600.00",="0.00",="149，300.00",="-149，300.00",="0.00",="607，028.00",="-607，028.00",="4.07",="11，516，632.64",="0.00",="0.00",="0.00",="0.00",="62，192.36",="0.54",="62，192.36",="0.54",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508005,首创奥莱,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="1，053，253.00",="0.00",="68，500.00",="-68，500.00",="0.00",="291，521.70",="-291，521.70",="4.37",="4，597，587.49",="0.00",="0.00",="0.00",="0.00",="29，742.49",="0.65",="29，742.49",="0.65",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508006,首创水务,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="2，058，745.00",="9，361.00",="0.00",="9，361.00",="34，488.89",="0.00",="34，488.89",="3.74",="7，690，887.75",="0.00",="0.00",="0.00",="0.00",="23，401.45",="0.30",="23，401.45",="0.30",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508007,山东高速,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="271，870.00",="0.00",="13，200.00",="-13，200.00",="0.00",="94，881.80",="-94，881.80",="7.87",="2，139，052.11",="0.00",="0.00",="0.00",="0.00",="-181，702.60",="-8.49",="-181，702.60",="-8.49",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508008,铁建REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="398，420.00",="6，500.00",="0.00",="6，500.00",="53，351.10",="0.00",="53，351.10",="8.22",="3，276，307.07",="0.00",="0.00",="0.00",="0.00",="-24，224.49",="-0.74",="-24，224.49",="-0.74",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508009,安徽交控,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="419，349.00",="47，778.00",="0.00",="47，778.00",="340，388.46",="0.00",="340，388.46",="6.40",="2，682，041.59",="0.00",="0.00",="0.00",="0.00",="-163，160.86",="-6.08",="-163，160.86",="-6.08",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508010,重庆两江,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="1，131，016.00",="0.00",="30，400.00",="-30，400.00",="0.00",="94，833.00",="-94，833.00",="3.00",="3，394，646.38",="0.00",="0.00",="0.00",="0.00",="-19，009.86",="-0.56",="-19，009.86",="-0.56",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508011,物美消费,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="529，598.00",="0.00",="41，900.00",="-41，900.00",="0.00",="180，886.70",="-180，886.70",="4.51",="2，390，987.80",="0.00",="0.00",="0.00",="0.00",="-5，306.94",="-0.22",="-5，306.94",="-0.22",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508012,招商科创,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="200.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="3.26",="652.38",="0.00",="0.00",="0.00",="0.00",="-19，472.02",="-2，984.77",="-19，472.02",="-2，984.77",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508015,明阳REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="174，005.00",="8，200.00",="0.00",="8，200.00",="53，608.00",="0.00",="53，608.00",="6.71",="1，168，191.50",="0.00",="0.00",="0.00",="0.00",="-242，574.13",="-20.76",="-242，574.13",="-20.76",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508016,华电REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="1，058，374.00",="51，439.00",="0.00",="51，439.00",="227，700.13",="0.00",="227，700.13",="4.27",="4，522，839.18",="0.00",="0.00",="0.00",="0.00",="-76，476.93",="-1.69",="-76，476.93",="-1.69",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508017,金茂商业,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="1，709，957.00",="0.00",="33，200.00",="-33，200.00",="0.00",="133，390.20",="-133，390.20",="3.92",="6，698，876.00",="0.00",="0.00",="0.00",="0.00",="56，348.06",="0.84",="56，348.06",="0.84",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508018,中交REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="497，207.00",="96，184.00",="0.00",="96，184.00",="537，184.51",="0.00",="537，184.51",="4.38",="2，177，516.39",="0.00",="0.00",="0.00",="0.00",="-64，135.50",="-2.95",="-64，135.50",="-2.95",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508021,临港REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="637，462.00",="0.00",="3，800.00",="-3，800.00",="0.00",="17，330.20",="-17，330.20",="4.61",="2，940，812.59",="0.00",="0.00",="0.00",="0.00",="-17，633.73",="-0.60",="-17，633.73",="-0.60",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508022,津开产园,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="1，351，500.00",="0.00",="26，100.00",="-26，100.00",="0.00",="91，260.50",="-91，260.50",="3.57",="4，821，992.77",="0.00",="0.00",="0.00",="0.00",="-5，679.06",="-0.12",="-5，679.06",="-0.12",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508026,电建清源,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="878，908.00",="0.00",="6，800.00",="-6，800.00",="0.00",="27，479.40",="-27，479.40",="4.30",="3，782，850.11",="0.00",="0.00",="0.00",="0.00",="-80，457.35",="-2.13",="-80，457.35",="-2.13",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508027,东吴苏园,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="495，135.00",="0.00",="102，200.00",="-102，200.00",="0.00",="303，017.10",="-303，017.10",="3.60",="1，780，914.76",="0.00",="0.00",="0.00",="0.00",="-29，387.60",="-1.65",="-29，387.60",="-1.65",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508028,国家电投,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="272，448.00",="48，817.00",="0.00",="48，817.00",="508，510.10",="0.00",="508，510.10",="8.73",="2，378，082.64",="0.00",="0.00",="0.00",="0.00",="-146，332.11",="-6.15",="-146，332.11",="-6.15",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508031,城投宽庭,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="1，744，588.00",="0.00",="163，200.00",="-163，200.00",="0.00",="643，830.20",="-643，830.20",="4.36",="7，610，335.29",="0.00",="0.00",="0.00",="0.00",="-68，784.73",="-0.90",="-68，784.73",="-0.90",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508033,深高REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="246，600.00",="0.00",="7，700.00",="-7，700.00",="0.00",="48，198.70",="-48，198.70",="6.56",="1，616，763.60",="0.00",="0.00",="0.00",="0.00",="-5，372.48",="-0.33",="-5，372.48",="-0.33",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508036,甬交REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="448，750.00",="0.00",="26，500.00",="-26，500.00",="0.00",="231，326.10",="-231，326.10",="9.81",="4，402，304.51",="0.00",="0.00",="0.00",="0.00",="-11，687.42",="-0.27",="-11，687.42",="-0.27",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508039,首农REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="554，312.00",="203，200.00",="0.00",="203，200.00",="1，056，678.20",="0.00",="1，056，678.20",="3.21",="1，780，599.20",="0.00",="0.00",="0.00",="0.00",="-36，961.98",="-2.08",="-36，961.98",="-2.08",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508048,外高REIT,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="1，514，665.00",="0.00",="24，900.00",="-24，900.00",="0.00",="94，949.60",="-94，949.60",="3.81",="5，774，733.47",="0.00",="0.00",="0.00",="0.00",="-27，672.22",="-0.48",="-27，672.22",="-0.48",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508055,地产租住,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="1，778，995.00",="0.00",="166，156.00",="-166，156.00",="0.00",="608，198.47",="-608，198.47",="4.02",="7，145，103.08",="0.00",="0.00",="0.00",="0.00",="44，027.51",="0.62",="44，027.51",="0.62",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508056,普洛斯,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="1，133，378.00",="243，582.00",="0.00",="243，582.00",="813，415.09",="0.00",="813，415.09",="2.77",="3，136，353.57",="0.00",="0.00",="0.00",="0.00",="-392，017.34",="-12.50",="-392，017.34",="-12.50",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
2026/01/26,ZC1E7G,明珠76号,,基金资产,ZC1E7G00,缺省单元,1046000,缺省组合,可交易/FVPL,上交所A,508058,厦门安居,REITs基金,--,="0.000000",="0.000000",="0.000000",	--,	--,--,正常交易,否,人民币,人民币,="0.0000",="1，651，257.00",="0.00",="70，384.00",="-70，384.00",="0.00",="300，720.93",="-300，720.93",="4.47",="7，384，210.20",="0.00",="0.00",="0.00",="0.00",="-31，292.33",="-0.42",="-31，292.33",="-0.42",="0.00",多仓,61082,B887326854,--,	--,	--,	--,	--,	--,="0.00",="0.00",="0.00",="0.00"
