业务日期,成交时间,股东代码,产品代码,产品名称,单元编号,单元名称,组合编号,组合名称,资产类别,证券类别,投资类型,交易市场,证券代码,证券名称,交易席位,委托序号,委托方向,是否备兑,委托价格类型,指令序号,成交编号,成交价格(元/%),全价价格,中债到期估值价偏离率(%),中债行权估值价偏离率(%),成交数量(股/张/份/手),成交金额,到期收益率(%),行权收益率(%),中债公允价(元),中债公允价偏离率(%),中证公允价(元),中证公允价偏离率(%),中证到期估值价偏离率(%),中证行权估值价偏离率(%),执行人,交易币种,指令下达人,过户费,交割费,经手费,财汇局交易征费,交易费,印花税,佣金,证管费,结算费,结算风险金(元),其他费用,总费用(元),交易分类,交易对手,交易对手全称,全价成交金额,结算日期,应计利息(元),应计利息总额(元),指令备注,结算金额,是否含权,投资人行权日期,清算速度,指令下达日期,指令委托日期,交易解除状态,竞买成交方式,竞买日期,价格下限,价格上限,最低成交数量,竞买场次,手续费方式,费率(%),手续费(元),费用结算日期
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508011,物美消费,61082,混合,卖出,	--,限价,4300552,混合,="4.3171",--,	--,	--,="41，900.00",="180，886.70",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="180，886.70",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508015,明阳REIT,61082,混合,买入,	--,限价,4300591,混合,="6.5376",--,	--,	--,="8，200.00",="53，608.00",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="53，608.00",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508016,华电REIT,61082,混合,买入,	--,限价,4300592,混合,="4.4266",--,	--,	--,="51，439.00",="227，700.13",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="227，700.13",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508017,金茂商业,61082,混合,卖出,	--,限价,4300553,混合,="4.0178",--,	--,	--,="33，200.00",="133，390.20",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="133，390.20",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508018,中交REIT,61082,混合,买入,	--,限价,4300593,混合,="5.5850",--,	--,	--,="96，184.00",="537，184.51",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="537，184.51",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508021,临港REIT,61082,混合,卖出,	--,限价,4300554,混合,="4.5606",--,	--,	--,="3，800.00",="17，330.20",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="17，330.20",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508022,津开产园,61082,混合,卖出,	--,限价,4300555,混合,="3.4966",--,	--,	--,="26，100.00",="91，260.50",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="91，260.50",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508026,电建清源,61082,混合,卖出,	--,限价,4300556,混合,="4.0411",--,	--,	--,="6，800.00",="27，479.40",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="27，479.40",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508027,东吴苏园,61082,混合,卖出,	--,限价,4300557,混合,="2.9649",--,	--,	--,="102，200.00",="303，017.10",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="303，017.10",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508028,国家电投,61082,混合,买入,	--,限价,4300594,混合,="10.4167",--,	--,	--,="48，817.00",="508，510.10",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="508，510.10",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508031,城投宽庭,61082,混合,卖出,	--,限价,4300558,混合,="3.9450",--,	--,	--,="163，200.00",="643，830.20",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="643，830.20",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508033,深高REIT,61082,混合,卖出,	--,限价,4300559,混合,="6.2596",--,	--,	--,="7，700.00",="48，198.70",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="48，198.70",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508036,甬交REIT,61082,混合,卖出,	--,限价,4300560,混合,="8.7293",--,	--,	--,="26，500.00",="231，326.10",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="231，326.10",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508039,首农REIT,61082,混合,买入,	--,限价,4300595,混合,="5.2002",--,	--,	--,="203，200.00",="1，056，678.20",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="1，056，678.20",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508048,外高REIT,61082,混合,卖出,	--,限价,4300561,混合,="3.8132",--,	--,	--,="24，900.00",="94，949.60",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="94，949.60",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508055,地产租住,61082,混合,卖出,	--,限价,4300562,混合,="3.6604",--,	--,	--,="166，156.00",="608，198.47",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="608，198.47",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508056,普洛斯,61082,混合,买入,	--,限价,4300596,混合,="3.3394",--,	--,	--,="243，582.00",="813，415.09",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="813，415.09",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508058,厦门安居,61082,混合,卖出,	--,限价,4300563,混合,="4.2726",--,	--,	--,="70，384.00",="300，720.93",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="300，720.93",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508060,万国REIT,61082,混合,卖出,	--,限价,4300564,混合,="4.6792",--,	--,	--,="430，384.00",="2，013，845.31",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="2，013，845.31",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508066,苏交REIT,61082,混合,买入,	--,限价,4300597,混合,="5.8748",--,	--,	--,="59，550.00",="349，843.00",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="349，843.00",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508068,京保REIT,61082,混合,买入,	--,限价,4300598,混合,="4.1236",--,	--,	--,="140，300.00",="578，534.27",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="578，534.27",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508069,南京交通,61082,混合,买入,	--,限价,4300599,混合,="6.1823",--,	--,	--,="18，900.00",="116，844.60",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="116，844.60",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508077,华润有巢,61082,混合,买入,	--,限价,4300600,混合,="2.8946",--,	--,	--,="96，628.00",="279，695.11",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="279，695.11",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508078,易商仓储,61082,混合,卖出,	--,限价,4300565,混合,="2.9045",--,	--,	--,="132，800.00",="385，718.60",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="385，718.60",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508080,北京亦庄,61082,混合,卖出,	--,限价,4300566,混合,="3.8988",--,	--,	--,="31，499.00",="122，808.20",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="122，808.20",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508082,唯品奥莱,61082,混合,卖出,	--,限价,4300567,混合,="4.5096",--,	--,	--,="63，600.00",="286，808.10",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="286，808.10",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508084,九州通R,61082,混合,卖出,	--,限价,4300568,混合,="4.2305",--,	--,	--,="71，200.00",="301，212.40",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="301，212.40",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508085,恒泰租住,61082,混合,卖出,	--,限价,4300569,混合,="3.8149",--,	--,	--,="7，500.00",="28，611.60",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="28，611.60",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508086,河北高速,61082,混合,买入,	--,限价,4300601,混合,="4.9795",--,	--,	--,="6，300.00",="31，370.60",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="31，370.60",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508087,济南能源,61082,混合,买入,	--,限价,4300602,混合,="11.7467",--,	--,	--,="46，700.00",="548，571.40",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="548，571.40",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508088,东久REIT,61082,混合,卖出,	--,限价,4300570,混合,="4.0587",--,	--,	--,="243，223.00",="987，167.03",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="987，167.03",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508089,特变REIT,61082,混合,卖出,	--,限价,4300571,混合,="4.8831",--,	--,	--,="60，800.00",="296，890.10",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="296，890.10",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508090,外运REIT,61082,混合,买入,	--,限价,4300603,混合,="4.3947",--,	--,	--,="22，434.00",="98，589.86",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="98，589.86",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508091,凯德商业,61082,混合,卖出,	--,限价,4300572,混合,="6.8692",--,	--,	--,="29，912.00",="205，470.28",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="205，470.28",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508092,金隅智造,61082,混合,卖出,	--,限价,4300573,混合,="4.3299",--,	--,	--,="30，000.00",="129，895.60",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="129，895.60",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508096,京能光伏,61082,混合,买入,	--,限价,4300604,混合,="9.6640",--,	--,	--,="10，203.00",="98，602.09",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="98，602.09",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508097,建邺REIT,61082,混合,卖出,	--,限价,4300574,混合,="3.0248",--,	--,	--,="29，500.00",="89，232.70",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="89，232.70",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508098,京东仓储,61082,混合,卖出,	--,限价,4300575,混合,="3.7173",--,	--,	--,="24，300.00",="90，329.30",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="90，329.30",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/26,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508099,中关村,61082,混合,买入,	--,限价,4300605,混合,="1.9992",--,	--,	--,="191，876.00",="383，595.81",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/27,--,--,,="383，595.81",	--,	--,T	+1,2026/01/26,2026/01/26,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/27,混合,="0899478032",ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,深交所A,180101,博时蛇口产园REIT,="005100",混合,卖出,	--,限价,4400463,混合,="1.9599",--,	--,	--,="28，952.00",="56，743.50",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",深圳竞价,	--,	--,--,2026/01/28,--,--,,="56，743.50",	--,	--,T	+1,2026/01/27,2026/01/27,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/27,混合,="0899478032",ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,深交所A,180102,华夏合肥高新REIT,="005100",混合,买入,	--,限价,4400726,混合,="1.6397",--,	--,	--,="365，700.00",="599，641.10",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",深圳竞价,	--,	--,--,2026/01/28,--,--,,="599，641.10",	--,	--,T	+1,2026/01/27,2026/01/27,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
