业务日期,成交时间,股东代码,产品代码,产品名称,单元编号,单元名称,组合编号,组合名称,资产类别,证券类别,投资类型,交易市场,证券代码,证券名称,交易席位,委托序号,委托方向,是否备兑,委托价格类型,指令序号,成交编号,成交价格(元/%),全价价格,中债到期估值价偏离率(%),中债行权估值价偏离率(%),成交数量(股/张/份/手),成交金额,到期收益率(%),行权收益率(%),中债公允价(元),中债公允价偏离率(%),中证公允价(元),中证公允价偏离率(%),中证到期估值价偏离率(%),中证行权估值价偏离率(%),执行人,交易币种,指令下达人,过户费,交割费,经手费,财汇局交易征费,交易费,印花税,佣金,证管费,结算费,结算风险金(元),其他费用,总费用(元),交易分类,交易对手,交易对手全称,全价成交金额,结算日期,应计利息(元),应计利息总额(元),指令备注,结算金额,是否含权,投资人行权日期,清算速度,指令下达日期,指令委托日期,交易解除状态,竞买成交方式,竞买日期,价格下限,价格上限,最低成交数量,竞买场次,手续费方式,费率(%),手续费(元),费用结算日期
2026/01/19,混合,="0899478032",ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,深交所A,180901,南方润泽科技数据中心REIT,="005100",混合,买入,	--,限价,混合,混合,="6.7133",--,	--,	--,="38，300.00",="257，118.80",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",深圳竞价,	--,	--,--,2026/01/20,--,--,,="257，118.80",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508000,张江REIT,61082,混合,买入,	--,限价,混合,混合,="2.6818",--,	--,	--,="16，500.00",="44，248.90",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="44，248.90",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508001,浙江杭徽,61082,混合,买入,	--,限价,混合,混合,="5.7497",--,	--,	--,="7，100.00",="40，822.70",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="40，822.70",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508002,百联消费,61082,混合,卖出,	--,限价,3801159,混合,="3.1362",--,	--,	--,="182，500.00",="572，351.20",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="572，351.20",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508003,中金联东,61082,混合,买入,	--,限价,混合,混合,="3.9432",--,	--,	--,="102，500.00",="404，179.40",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="404，179.40",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508005,首创奥莱,61082,混合,买入,	--,限价,混合,混合,="4.1969",--,	--,	--,="33，600.00",="141，016.50",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="141，016.50",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508006,首创水务,61082,混合,买入,	--,限价,混合,混合,="3.6269",--,	--,	--,="25，100.00",="91，036.16",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="91，036.16",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508007,山东高速,61082,混合,卖出,	--,限价,3801160,混合,="7.1273",--,	--,	--,="26，000.00",="185，310.30",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="185，310.30",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508008,铁建REIT,61082,混合,买入,	--,限价,混合,混合,="8.1316",--,	--,	--,="12，478.00",="101，466.24",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="101，466.24",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508009,安徽交控,61082,混合,买入,	--,限价,混合,混合,="6.8106",--,	--,	--,="13，000.00",="88，537.20",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="88，537.20",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508010,重庆两江,61082,混合,买入,	--,限价,3801194,混合,="2.9422",--,	--,	--,="118，900.00",="349，824.20",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="349，824.20",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508011,物美消费,61082,混合,卖出,	--,限价,3801161,混合,="4.2142",--,	--,	--,="6，300.00",="26，549.20",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="26，549.20",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508012,招商科创,61082,混合,卖出,	--,限价,3801162,混合,="3.1043",--,	--,	--,="19，700.00",="61，154.60",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="61，154.60",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508015,明阳REIT,61082,混合,买入,	--,限价,3801195,混合,="6.4338",--,	--,	--,="28，700.00",="184，650.10",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="184，650.10",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508016,华电REIT,61082,混合,买入,	--,限价,混合,混合,="4.3802",--,	--,	--,="32，181.00",="140，960.34",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="140，960.34",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508017,金茂商业,61082,混合,买入,	--,限价,混合,混合,="3.9453",--,	--,	--,="15，400.00",="60，758.10",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="60，758.10",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508018,中交REIT,61082,混合,买入,	--,限价,混合,混合,="5.5011",--,	--,	--,="15，568.00",="85，640.69",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="85，640.69",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508019,湖北科投,61082,混合,卖出,	--,限价,3801163,混合,="1.8692",--,	--,	--,="42，200.00",="78，880.20",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="78，880.20",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508021,临港REIT,61082,混合,买入,	--,限价,3801199,混合,="4.5879",--,	--,	--,="9，339.00",="42，846.44",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="42，846.44",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508022,津开产园,61082,混合,买入,	--,限价,混合,混合,="3.4606",--,	--,	--,="52，400.00",="181，337.90",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="181，337.90",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508026,电建清源,61082,混合,卖出,	--,限价,3801164,混合,="4.0686",--,	--,	--,="66，900.00",="272，191.80",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="272，191.80",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508027,东吴苏园,61082,混合,买入,	--,限价,混合,混合,="2.9808",--,	--,	--,="20，200.00",="60，212.50",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="60，212.50",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508028,国家电投,61082,混合,买入,	--,限价,3801202,混合,="10.2478",--,	--,	--,="49，900.00",="511，365.68",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="511，365.68",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508031,城投宽庭,61082,混合,买入,	--,限价,混合,混合,="3.8639",--,	--,	--,="46，100.00",="178，127.00",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="178，127.00",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508033,深高REIT,61082,混合,买入,	--,限价,3801204,混合,="6.3182",--,	--,	--,="45，000.00",="284，317.60",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="284，317.60",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508036,甬交REIT,61082,混合,买入,	--,限价,混合,混合,="8.6791",--,	--,	--,="6，900.00",="59，885.70",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="59，885.70",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508039,首农REIT,61082,混合,买入,	--,限价,混合,混合,="4.9845",--,	--,	--,="10，700.00",="53，333.70",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="53，333.70",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508048,外高REIT,61082,混合,买入,	--,限价,混合,混合,="3.7638",--,	--,	--,="32，500.00",="122，323.80",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="122，323.80",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508056,普洛斯,61082,混合,买入,	--,限价,混合,混合,="3.2424",--,	--,	--,="62，400.00",="202，324.28",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="202，324.28",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508058,厦门安居,61082,混合,买入,	--,限价,混合,混合,="4.2550",--,	--,	--,="34，900.00",="148，498.80",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="148，498.80",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508060,万国REIT,61082,混合,买入,	--,限价,混合,混合,="4.5171",--,	--,	--,="70，300.00",="317，549.79",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="317，549.79",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508066,苏交REIT,61082,混合,买入,	--,限价,混合,混合,="5.6401",--,	--,	--,="5，600.00",="31，584.50",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="31，584.50",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508068,京保REIT,61082,混合,买入,	--,限价,混合,混合,="4.0019",--,	--,	--,="26，500.00",="106，050.30",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="106，050.30",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508069,南京交通,61082,混合,买入,	--,限价,3801213,混合,="6.2194",--,	--,	--,="28，035.00",="174，359.50",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="174，359.50",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508077,华润有巢,61082,混合,买入,	--,限价,混合,混合,="2.8903",--,	--,	--,="26，000.00",="75，147.90",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="75，147.90",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508078,易商仓储,61082,混合,买入,	--,限价,混合,混合,="2.8883",--,	--,	--,="39，000.00",="112，644.30",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="112，644.30",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508080,北京亦庄,61082,混合,买入,	--,限价,3801216,混合,="3.7649",--,	--,	--,="121，500.00",="457，437.19",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="457，437.19",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508082,唯品奥莱,61082,混合,买入,	--,限价,混合,混合,="4.3857",--,	--,	--,="31，400.00",="137，710.11",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="137，710.11",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508084,九州通R,61082,混合,买入,	--,限价,混合,混合,="4.2396",--,	--,	--,="52，189.00",="221，260.76",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="221，260.76",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508085,恒泰租住,61082,混合,买入,	--,限价,混合,混合,="3.7341",--,	--,	--,="20，423.00",="76，261.20",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="76，261.20",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
2026/01/19,混合,B887326854,ZC1E7G,明珠76号,ZC1E7G00,缺省单元,1046000,缺省组合,基金资产,REITs基金,可交易/FVPL,上交所A,508086,河北高速,61082,混合,买入,	--,限价,混合,混合,="5.0035",--,	--,	--,="15，500.00",="77，553.70",	--,	--,--,	--,--,	--,	--,	--,齐涵,人民币,齐人哲,="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",="0.00",上海竞价,	--,	--,--,2026/01/20,--,--,,="77，553.70",	--,	--,T	+1,2026/01/19,2026/01/19,	--,	--,	--,--,--,--,	--,N/A,N/A,N/A,N/A
