date,signal,net_amount_wan,ret_5d,ret_10d,ret_20d
2026-01-20,heavy_buy,1034.116953,1.5255275453881056,1.4217810704721723,1.3932085573075126
2026-01-28,heavy_buy,1628.490501,-0.04531740103129733,-0.11442619863857306,-1.472638699110529
2026-01-29,heavy_buy,1459.902139,-1.2426107116966678,-1.0284229564231362,-2.7592700905228473
2026-02-02,heavy_buy,1645.364429,-0.2443573420117029,0.058891911870695424,-1.5484048573558118
2026-02-04,heavy_buy,1174.163849,-0.06914013011731779,-0.4787404140986773,-2.2726829354125844
2026-03-03,heavy_buy,1428.695993,-0.6228816962104311,-1.2824814643883076,
2026-03-10,heavy_buy,2223.531548,-0.6637340460623031,,
